crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Groundnut,2011,Rabi       ,Andhra Pradesh,250382.0,462862,41943992.64,82626.06,2.021363636,27.96,730.18,68.3,78,45,22,6.8
Horse-gram,2011,Kharif     ,Andhra Pradesh,5878.0,2699,984682.56,1939.74,0.375,27.96,730.18,68.3,78,45,22,6.8
Horse-gram,2011,Rabi       ,Andhra Pradesh,24983.0,10520,4185152.16,8244.39,0.345,27.96,730.18,68.3,78,45,22,6.8
Jowar,2011,Kharif     ,Andhra Pradesh,103263.0,153600,17298617.76,34076.79,1.584736842,27.96,730.18,68.3,78,45,22,6.8
Jowar,2011,Rabi       ,Andhra Pradesh,173335.0,342633,29037079.2,57200.55,2.3115,27.96,730.18,68.3,78,45,22,6.8
Linseed,2011,Rabi       ,Andhra Pradesh,744.0,158,124634.88,245.52,0.2,27.96,730.18,68.3,78,45,22,6.8
Maize,2011,Kharif     ,Andhra Pradesh,530919.0,1492303,88939550.88,175203.27,3.427727273,27.96,730.18,68.3,78,45,22,6.8
Maize,2011,Rabi       ,Andhra Pradesh,332805.0,2163376,55751493.6,109825.65,6.432272727,27.96,730.18,68.3,78,45,22,6.8
Mesta,2011,Kharif     ,Andhra Pradesh,25760.0,199619,4315315.2,8500.8,5.77625,27.96,730.18,68.3,78,45,22,6.8
Moong(Green Gram),2011,Kharif     ,Andhra Pradesh,152088.0,82507,25477781.76,50189.04,0.537727273,27.96,730.18,68.3,78,45,22,6.8
Moong(Green Gram),2011,Rabi       ,Andhra Pradesh,131376.0,79912,22008107.52,43354.08,0.6295,27.96,730.18,68.3,78,45,22,6.8
Niger seed,2011,Kharif     ,Andhra Pradesh,6880.0,2558,1152537.6,2270.4,0.28,27.96,730.18,68.3,78,45,22,6.8
Onion,2011,Kharif     ,Andhra Pradesh,39613.0,554878,6635969.76,13072.29,13.41823529,27.96,730.18,68.3,78,45,22,6.8
Onion,2011,Rabi       ,Andhra Pradesh,17378.0,444871,2911162.56,5734.74,24.52894737,27.96,730.18,68.3,78,45,22,6.8
Other  Rabi pulses,2011,Rabi       ,Andhra Pradesh,5856.0,4569,980997.12,1932.48,0.625,27.96,730.18,68.3,78,45,22,6.8
Other Kharif pulses,2011,Kharif     ,Andhra Pradesh,3459.0,1459,579451.68,1141.47,0.487142857,27.96,730.18,68.3,78,45,22,6.8
Potato,2011,Whole Year ,Andhra Pradesh,6057.0,60802,1014668.64,1998.81,10.52428571,27.96,730.18,68.3,78,45,22,6.8
Ragi,2011,Kharif     ,Andhra Pradesh,37057.0,31267,6207788.64,12228.81,0.993846154,27.96,730.18,68.3,78,45,22,6.8
Ragi,2011,Rabi       ,Andhra Pradesh,5379.0,9505,901090.08,1775.07,1.690909091,27.96,730.18,68.3,78,45,22,6.8
Rapeseed &Mustard,2011,Rabi       ,Andhra Pradesh,6617.0,16183,1108479.84,2183.61,2.444285714,27.96,730.18,68.3,78,45,22,6.8
Rice,2011,Kharif     ,Andhra Pradesh,2873949.0,8563334,481443936.5,948403.17,2.909090909,27.96,730.18,68.3,78,45,22,6.8
Rice,2011,Rabi       ,Andhra Pradesh,1221899.0,4328458,204692520.5,403226.67,3.031818182,27.96,730.18,68.3,78,45,22,6.8
Safflower,2011,Rabi       ,Andhra Pradesh,10080.0,7508,1688601.6,3326.4,0.73125,27.96,730.18,68.3,78,45,22,6.8
Sesamum,2011,Kharif     ,Andhra Pradesh,33178.0,7939,5557978.56,10948.74,0.270526316,27.96,730.18,68.3,78,45,22,6.8
Sesamum,2011,Rabi       ,Andhra Pradesh,39315.0,12144,6586048.8,12973.95,0.312105263,27.96,730.18,68.3,78,45,22,6.8
Small millets,2011,Kharif     ,Andhra Pradesh,27150.0,17001,4548168.0,8959.5,0.723636364,27.96,730.18,68.3,78,45,22,6.8
Small millets,2011,Rabi       ,Andhra Pradesh,1841.0,1519,308404.32,607.53,0.745,27.96,730.18,68.3,78,45,22,6.8
Soyabean,2011,Kharif     ,Andhra Pradesh,130488.0,210812,21859349.76,43061.04,1.570769231,27.96,730.18,68.3,78,45,22,6.8
Sugarcane,2011,Whole Year ,Andhra Pradesh,204038.0,16688857,34180445.76,67332.54,86.0155,27.96,730.18,68.3,78,45,22,6.8
Sunflower,2011,Whole Year ,Andhra Pradesh,157535.0,123565,26390263.2,51986.55,0.978181818,27.96,730.18,68.3,78,45,22,6.8
Sweet potato,2011,Whole Year ,Andhra Pradesh,980.0,12599,164169.6,323.4,12.91733333,27.96,730.18,68.3,78,45,22,6.8
Tapioca,2011,Whole Year ,Andhra Pradesh,12793.0,127953,2143083.36,4221.69,9.755,27.96,730.18,68.3,78,45,22,6.8
Tobacco,2011,Whole Year ,Andhra Pradesh,213472.0,766816,35760829.44,70445.76,4.583953488,27.96,730.18,68.3,78,45,22,6.8
Urad,2011,Kharif     ,Andhra Pradesh,62571.0,40360,10481893.92,20648.43,0.598095238,27.96,730.18,68.3,78,45,22,6.8
Urad,2011,Rabi       ,Andhra Pradesh,477139.0,327400,79930325.28,157455.87,0.5575,27.96,730.18,68.3,78,45,22,6.8
Wheat,2011,Rabi       ,Andhra Pradesh,8255.0,10914,1382877.6,2724.15,1.306666667,27.96,730.18,68.3,78,45,22,6.8
other oilseeds,2011,Kharif     ,Andhra Pradesh,49216.0,1050821,8244664.32,16241.28,18.69818182,27.96,730.18,68.3,78,45,22,6.8
other oilseeds,2011,Rabi       ,Andhra Pradesh,6967.0,4422,1167111.84,2299.11,5.8575,27.96,730.18,68.3,78,45,22,6.8
Arecanut,2011,Whole Year ,Karnataka,216168.0,1750573,36212463.36,71335.44,8.221904762,23.49,641.34,67.15,72,42,25,6.9
Arhar/Tur,2011,Kharif     ,Karnataka,767419.0,351611,128558030.9,253248.27,0.52,23.49,641.34,67.15,72,42,25,6.9
Bajra,2011,Kharif     ,Karnataka,281701.0,256072,47190551.52,92961.33,0.802352941,23.49,641.34,67.15,72,42,25,6.9
Bajra,2011,Rabi       ,Karnataka,1350.0,1225,226152.0,445.5,0.98,23.49,641.34,67.15,72,42,25,6.9
Bajra,2011,Summer     ,Karnataka,3193.0,3328,534891.36,1053.69,1.013333333,23.49,641.34,67.15,72,42,25,6.9
Banana,2011,Whole Year ,Karnataka,69256.0,1730522,11601765.12,22854.48,25.06172414,23.49,641.34,67.15,72,42,25,6.9
Black pepper,2011,Whole Year ,Karnataka,21701.0,6148,3635351.52,7161.33,0.296923077,23.49,641.34,67.15,72,42,25,6.9
Cardamom,2011,Whole Year ,Karnataka,19363.0,1583,3243689.76,6389.79,0.093333333,23.49,641.34,67.15,72,42,25,6.9
Cashewnut,2011,Whole Year ,Karnataka,63165.0,50584,10581400.8,20844.45,0.864090909,23.49,641.34,67.15,72,42,25,6.9
Castor seed,2011,Kharif     ,Karnataka,16282.0,13651,2727560.64,5373.06,0.857916667,23.49,641.34,67.15,72,42,25,6.9
Coconut ,2011,Whole Year ,Karnataka,443753.0,4411600000,74337502.56,146438.49,9984.488333,23.49,641.34,67.15,72,42,25,6.9
Coriander,2011,Whole Year ,Karnataka,3042.0,1236,509595.84,1003.86,0.406,23.49,641.34,67.15,72,42,25,6.9
Cotton(lint),2011,Kharif     ,Karnataka,498264.0,1151643,83469185.28,164427.12,2.251818182,23.49,641.34,67.15,72,42,25,6.9
Cotton(lint),2011,Rabi       ,Karnataka,71476.0,50923,11973659.52,23587.08,1.402857143,23.49,641.34,67.15,72,42,25,6.9
Cowpea(Lobia),2011,Kharif     ,Karnataka,68089.0,35959,11406269.28,22469.37,0.55,23.49,641.34,67.15,72,42,25,6.9
Cowpea(Lobia),2011,Rabi       ,Karnataka,20294.0,7158,3399650.88,6697.02,0.353571429,23.49,641.34,67.15,72,42,25,6.9
Dry chillies,2011,Kharif     ,Karnataka,88218.0,71254,14778279.36,29111.94,0.973448276,23.49,641.34,67.15,72,42,25,6.9
Dry chillies,2011,Rabi       ,Karnataka,6537.0,15414,1095078.24,2157.21,2.375714286,23.49,641.34,67.15,72,42,25,6.9
Dry chillies,2011,Summer     ,Karnataka,5662.0,19828,948498.24,1868.46,3.4856,23.49,641.34,67.15,72,42,25,6.9
Garlic,2011,Whole Year ,Karnataka,5100.0,6365,854352.0,1683.0,1.326666667,23.49,641.34,67.15,72,42,25,6.9
Ginger,2011,Whole Year ,Karnataka,29388.0,93513,4923077.76,9698.04,3.161666667,23.49,641.34,67.15,72,42,25,6.9
Gram,2011,Rabi       ,Karnataka,802666.0,358478,134462608.3,264879.78,0.4464,23.49,641.34,67.15,72,42,25,6.9
Groundnut,2011,Kharif     ,Karnataka,509848.0,295650,85409736.96,168249.84,0.694444444,23.49,641.34,67.15,72,42,25,6.9
Groundnut,2011,Rabi       ,Karnataka,167796.0,141687,28109185.92,55372.68,0.968928571,23.49,641.34,67.15,72,42,25,6.9
Horse-gram,2011,Kharif     ,Karnataka,65620.0,35860,10992662.4,21654.6,0.581538462,23.49,641.34,67.15,72,42,25,6.9
Horse-gram,2011,Rabi       ,Karnataka,113665.0,57234,19041160.8,37509.45,0.464285714,23.49,641.34,67.15,72,42,25,6.9
Jowar,2011,Kharif     ,Karnataka,188170.0,277346,31522238.4,62096.1,1.361428571,23.49,641.34,67.15,72,42,25,6.9
Jowar,2011,Rabi       ,Karnataka,934836.0,714847,156603726.7,308495.88,0.805882353,23.49,641.34,67.15,72,42,25,6.9
Jowar,2011,Summer     ,Karnataka,10517.0,19242,1761807.84,3470.61,1.832307692,23.49,641.34,67.15,72,42,25,6.9
Linseed,2011,Rabi       ,Karnataka,8522.0,2085,1427605.44,2812.26,0.29,23.49,641.34,67.15,72,42,25,6.9
Maize,2011,Kharif     ,Karnataka,1206528.0,3433881,202117570.6,398154.24,2.855357143,23.49,641.34,67.15,72,42,25,6.9
Maize,2011,Rabi       ,Karnataka,111362.0,347253,18655362.24,36749.46,3.0375,23.49,641.34,67.15,72,42,25,6.9
Maize,2011,Summer     ,Karnataka,31494.0,106783,5275874.88,10393.02,3.159655172,23.49,641.34,67.15,72,42,25,6.9
Mesta,2011,Whole Year ,Karnataka,825.0,1028,138204.0,272.25,1.202857143,23.49,641.34,67.15,72,42,25,6.9
Moong(Green Gram),2011,Kharif     ,Karnataka,283536.0,72069,47497950.72,93566.88,0.259166667,23.49,641.34,67.15,72,42,25,6.9
Moong(Green Gram),2011,Rabi       ,Karnataka,8723.0,2915,1461276.96,2878.59,0.337647059,23.49,641.34,67.15,72,42,25,6.9
Niger seed,2011,Kharif     ,Karnataka,18547.0,5042,3106993.44,6120.51,0.268846154,23.49,641.34,67.15,72,42,25,6.9
Onion,2011,Kharif     ,Karnataka,136540.0,674001,22873180.8,45058.2,5.5184,23.49,641.34,67.15,72,42,25,6.9
Onion,2011,Rabi       ,Karnataka,13695.0,108989,2294186.4,4519.35,8.495454545,23.49,641.34,67.15,72,42,25,6.9
Onion,2011,Summer     ,Karnataka,3572.0,21998,598381.44,1178.76,6.214285714,23.49,641.34,67.15,72,42,25,6.9
Other  Rabi pulses,2011,Rabi       ,Karnataka,9968.0,8479,1669839.36,3289.44,0.808888889,23.49,641.34,67.15,72,42,25,6.9
Other Kharif pulses,2011,Kharif     ,Karnataka,67383.0,65344,11288000.16,22236.39,0.879230769,23.49,641.34,67.15,72,42,25,6.9
Peas & beans (Pulses),2011,Kharif     ,Karnataka,3589.0,31982,601229.28,1184.37,8.606666667,23.49,641.34,67.15,72,42,25,6.9
Peas & beans (Pulses),2011,Rabi       ,Karnataka,1321.0,9710,221293.92,435.93,7.387647059,23.49,641.34,67.15,72,42,25,6.9
Peas & beans (Pulses),2011,Summer     ,Karnataka,1345.0,12183,225314.4,443.85,8.729333333,23.49,641.34,67.15,72,42,25,6.9
Potato,2011,Kharif     ,Karnataka,30868.0,255098,5171007.36,10186.44,8.90875,23.49,641.34,67.15,72,42,25,6.9
Potato,2011,Rabi       ,Karnataka,6763.0,82152,1132937.76,2231.79,12.50666667,23.49,641.34,67.15,72,42,25,6.9
Potato,2011,Summer     ,Karnataka,737.0,10633,123462.24,243.21,14.4325,23.49,641.34,67.15,72,42,25,6.9
Ragi,2011,Kharif     ,Karnataka,638473.0,1086824,106956997.0,210696.09,1.47,23.49,641.34,67.15,72,42,25,6.9
Ragi,2011,Rabi       ,Karnataka,33850.0,50937,5670552.0,11170.5,1.75125,23.49,641.34,67.15,72,42,25,6.9
Ragi,2011,Summer     ,Karnataka,7608.0,14649,1274492.16,2510.64,1.932142857,23.49,641.34,67.15,72,42,25,6.9
Rapeseed &Mustard,2011,Rabi       ,Karnataka,4209.0,1204,705091.68,1388.97,0.295,23.49,641.34,67.15,72,42,25,6.9
Rice,2011,Kharif     ,Karnataka,1117720.0,3218289,187240454.4,368847.6,2.702666667,23.49,641.34,67.15,72,42,25,6.9
Rice,2011,Rabi       ,Karnataka,43192.0,94196,7235523.84,14253.36,2.378181818,23.49,641.34,67.15,72,42,25,6.9
Rice,2011,Summer     ,Karnataka,255223.0,869134,42754956.96,84223.59,2.931428571,23.49,641.34,67.15,72,42,25,6.9
Safflower,2011,Rabi       ,Karnataka,55288.0,34047,9261845.76,18245.04,0.586875,23.49,641.34,67.15,72,42,25,6.9
Sannhamp,2011,Whole Year ,Karnataka,42.0,10,7035.84,13.86,0.225,23.49,641.34,67.15,72,42,25,6.9
Sesamum,2011,Kharif     ,Karnataka,60680.0,30545,10165113.6,20024.4,0.453214286,23.49,641.34,67.15,72,42,25,6.9
Small millets,2011,Kharif     ,Karnataka,23174.0,12622,3882108.48,7647.42,0.4965,23.49,641.34,67.15,72,42,25,6.9
Soyabean,2011,Kharif     ,Karnataka,190973.0,192764,31991796.96,63021.09,0.8975,23.49,641.34,67.15,72,42,25,6.9
Sugarcane,2011,Whole Year ,Karnataka,431405.0,39470478,72268965.6,142363.65,89.37346154,23.49,641.34,67.15,72,42,25,6.9
Sunflower,2011,Kharif     ,Karnataka,190774.0,82494,31958460.48,62955.42,0.50625,23.49,641.34,67.15,72,42,25,6.9
Sunflower,2011,Rabi       ,Karnataka,172011.0,65833,28815282.72,56763.63,0.581818182,23.49,641.34,67.15,72,42,25,6.9
Sunflower,2011,Summer     ,Karnataka,18482.0,18869,3096104.64,6099.06,1.035,23.49,641.34,67.15,72,42,25,6.9
Sweet potato,2011,Whole Year ,Karnataka,1836.0,26754,307566.72,605.88,14.10642857,23.49,641.34,67.15,72,42,25,6.9
Tapioca,2011,Whole Year ,Karnataka,860.0,9077,144067.2,283.8,10.35222222,23.49,641.34,67.15,72,42,25,6.9
Tobacco,2011,Whole Year ,Karnataka,114558.0,104965,19190756.16,37804.14,0.943076923,23.49,641.34,67.15,72,42,25,6.9
Turmeric,2011,Whole Year ,Karnataka,25525.0,128206,4275948.0,8423.25,4.57875,23.49,641.34,67.15,72,42,25,6.9
Urad,2011,Kharif     ,Karnataka,84014.0,30814,14074025.28,27724.62,0.374782609,23.49,641.34,67.15,72,42,25,6.9
Urad,2011,Rabi       ,Karnataka,8260.0,4199,1383715.2,2725.8,0.51125,23.49,641.34,67.15,72,42,25,6.9
Wheat,2011,Rabi       ,Karnataka,225472.0,200932,37771069.44,74405.76,0.981333333,23.49,641.34,67.15,72,42,25,6.9
Arecanut,2011,Whole Year ,Kerala,104548.36,121623,17513941.27,34500.9588,0.92,26.75,1472.9,79.58,65,28,50,5.7
Banana,2011,Whole Year ,Kerala,59069.4,514054,9895305.888,19492.902,8.229285714,26.75,1472.9,79.58,65,28,50,5.7
Black pepper,2011,Whole Year ,Kerala,85335.38,37501,14295382.86,28160.6754,0.369285714,26.75,1472.9,79.58,65,28,50,5.7
Cardamom,2011,Whole Year ,Kerala,8510.0,723,1425595.2,2808.3,0.03875,26.75,1472.9,79.58,65,28,50,5.7
Cashewnut,2011,Whole Year ,Kerala,54052.21,36743,9054826.219,17837.2293,0.381428571,26.75,1472.9,79.58,65,28,50,5.7
Coconut ,2011,Whole Year ,Kerala,820866.94,5940564000,137511629.8,270886.0902,6884.550714,26.75,1472.9,79.58,65,28,50,5.7
Ginger,2011,Whole Year ,Kerala,6907.59,37125,1157159.477,2279.5047,3.563571429,26.75,1472.9,79.58,65,28,50,5.7
Potato,2011,Whole Year ,Kerala,386.0,4827,64662.72,127.38,11.5,26.75,1472.9,79.58,65,28,50,5.7
Rice,2011,Autumn     ,Kerala,68134.83,171662,11413946.72,22484.4939,2.301538462,26.75,1472.9,79.58,65,28,50,5.7
Rice,2011,Summer     ,Kerala,47290.01,149217,7922022.475,15605.7033,2.7,26.75,1472.9,79.58,65,28,50,5.7
Rice,2011,Winter     ,Kerala,92734.9,248114,15534950.45,30602.517,2.426428571,26.75,1472.9,79.58,65,28,50,5.7
Sesamum,2011,Kharif     ,Kerala,196.56,76,32927.7312,64.8648,0.25375,26.75,1472.9,79.58,65,28,50,5.7
Sugarcane,2011,Whole Year ,Kerala,2604.41,263034,436290.7632,859.4553,38.00357143,26.75,1472.9,79.58,65,28,50,5.7
Tapioca,2011,Whole Year ,Kerala,74497.84,2547399,12479878.16,24584.2872,34.15642857,26.75,1472.9,79.58,65,28,50,5.7
Tobacco,2011,Whole Year ,Kerala,43.0,69,7203.36,14.19,1.6,26.75,1472.9,79.58,65,28,50,5.7
Turmeric,2011,Whole Year ,Kerala,2970.45,7946,497609.784,980.2485,2.467142857,26.75,1472.9,79.58,65,28,50,5.7
Arecanut,2011,Whole Year ,Meghalaya,15448.0,21751,2587848.96,5097.84,1.228571429,17.61,2237.85,81.89,52,16,33,5.6
Arhar/Tur,2011,Kharif     ,Meghalaya,788.0,921,132005.76,260.04,0.96,17.61,2237.85,81.89,52,16,33,5.6
Banana,2011,Kharif     ,Meghalaya,6919.0,82125,1159070.88,2283.27,10.37,17.61,2237.85,81.89,52,16,33,5.6
Black pepper,2011,Whole Year ,Meghalaya,911.0,493,152610.72,300.63,0.537142857,17.61,2237.85,81.89,52,16,33,5.6
Cashewnut,2011,Whole Year ,Meghalaya,8697.0,15720,1456921.44,2870.01,1.493333333,17.61,2237.85,81.89,52,16,33,5.6
Castor seed,2011,Kharif     ,Meghalaya,30.0,16,5025.6,9.9,0.66,17.61,2237.85,81.89,52,16,33,5.6
Cotton(lint),2011,Kharif     ,Meghalaya,6871.0,6389,1151029.92,2267.43,0.903333333,17.61,2237.85,81.89,52,16,33,5.6
Dry chillies,2011,Whole Year ,Meghalaya,1893.0,1474,317115.36,624.69,1.041428571,17.61,2237.85,81.89,52,16,33,5.6
Ginger,2011,Kharif     ,Meghalaya,9461.0,58132,1584906.72,3122.13,7.397142857,17.61,2237.85,81.89,52,16,33,5.6
Gram,2011,Rabi       ,Meghalaya,561.0,352,93978.72,185.13,0.59,17.61,2237.85,81.89,52,16,33,5.6
Jute,2011,Kharif     ,Meghalaya,3889.0,34563,651485.28,1283.37,6.87,17.61,2237.85,81.89,52,16,33,5.6
Linseed,2011,Rabi       ,Meghalaya,85.0,41,14239.2,28.05,0.48,17.61,2237.85,81.89,52,16,33,5.6
Maize,2011,Kharif     ,Meghalaya,17303.0,26939,2898598.56,5709.99,1.58,17.61,2237.85,81.89,52,16,33,5.6
Masoor,2011,Rabi       ,Meghalaya,356.0,296,59637.12,117.48,0.7875,17.61,2237.85,81.89,52,16,33,5.6
Mesta,2011,Kharif     ,Meghalaya,4125.0,18433,691020.0,1361.25,4.54,17.61,2237.85,81.89,52,16,33,5.6
Other  Rabi pulses,2011,Rabi       ,Meghalaya,890.0,642,149092.8,293.7,0.71,17.61,2237.85,81.89,52,16,33,5.6
Peas & beans (Pulses),2011,Rabi       ,Meghalaya,1053.0,1488,176398.56,347.49,1.315714286,17.61,2237.85,81.89,52,16,33,5.6
Potato,2011,Whole Year ,Meghalaya,17717.0,165670,2967951.84,5846.61,7.448571429,17.61,2237.85,81.89,52,16,33,5.6
Rapeseed &Mustard,2011,Rabi       ,Meghalaya,7193.0,4902,1204971.36,2373.69,0.6,17.61,2237.85,81.89,52,16,33,5.6
Rice,2011,Autumn     ,Meghalaya,32605.0,43401,5461989.6,10759.65,1.511428571,17.61,2237.85,81.89,52,16,33,5.6
Rice,2011,Rabi       ,Meghalaya,12836.0,54206,2150286.72,4235.88,2.07,17.61,2237.85,81.89,52,16,33,5.6
Rice,2011,Winter     ,Meghalaya,63434.0,125124,10626463.68,20933.22,1.91,17.61,2237.85,81.89,52,16,33,5.6
Sesamum,2011,Kharif     ,Meghalaya,1592.0,867,266691.84,525.36,0.598333333,17.61,2237.85,81.89,52,16,33,5.6
Small millets,2011,Rabi       ,Meghalaya,2290.0,1755,383620.8,755.7,0.938571429,17.61,2237.85,81.89,52,16,33,5.6
Soyabean,2011,Kharif     ,Meghalaya,1098.0,1231,183936.96,362.34,1.082857143,17.61,2237.85,81.89,52,16,33,5.6
Sugarcane,2011,Whole Year ,Meghalaya,74.0,199,12396.48,24.42,2.444,17.61,2237.85,81.89,52,16,33,5.6
Sweet potato,2011,Kharif     ,Meghalaya,4164.0,13701,697553.28,1374.12,3.63,17.61,2237.85,81.89,52,16,33,5.6
Tapioca,2011,Kharif     ,Meghalaya,4203.0,22046,704086.56,1386.99,6.122857143,17.61,2237.85,81.89,52,16,33,5.6
Tobacco,2011,Rabi       ,Meghalaya,641.0,434,107380.32,211.53,0.7575,17.61,2237.85,81.89,52,16,33,5.6
Turmeric,2011,Whole Year ,Meghalaya,2000.0,10512,335040.0,660.0,5.21,17.61,2237.85,81.89,52,16,33,5.6
Wheat,2011,Rabi       ,Meghalaya,395.0,710,66170.4,130.35,1.34,17.61,2237.85,81.89,52,16,33,5.6
Arecanut,2011,Whole Year ,Tamil Nadu,6509.0,15948,1090387.68,2147.97,2.054583333,27.72,1371.22,72.46,80,38,30,6.6
Arhar/Tur,2011,Whole Year ,Tamil Nadu,35968.0,31292,6025359.36,11869.44,0.867037037,27.72,1371.22,72.46,80,38,30,6.6
Bajra,2011,Kharif     ,Tamil Nadu,30837.0,68165,5165814.24,10176.21,2.1,27.72,1371.22,72.46,80,38,30,6.6
Bajra,2011,Rabi       ,Tamil Nadu,15827.0,46282,2651339.04,5222.91,2.827272727,27.72,1371.22,72.46,80,38,30,6.6
Banana,2011,Whole Year ,Tamil Nadu,103107.0,4505435,17272484.64,34025.31,43.34580645,27.72,1371.22,72.46,80,38,30,6.6
Black pepper,2011,Whole Year ,Tamil Nadu,3767.0,856,631047.84,1243.11,0.174285714,27.72,1371.22,72.46,80,38,30,6.6
Cardamom,2011,Whole Year ,Tamil Nadu,4321.0,393,723853.92,1425.93,0.073636364,27.72,1371.22,72.46,80,38,30,6.6
Cashewnut,2011,Whole Year ,Tamil Nadu,97033.0,25532,16254968.16,32020.89,0.285172414,27.72,1371.22,72.46,80,38,30,6.6
Castor seed,2011,Whole Year ,Tamil Nadu,6202.0,1861,1038959.04,2046.66,0.767407407,27.72,1371.22,72.46,80,38,30,6.6
Coconut ,2011,Whole Year ,Tamil Nadu,419400.0,6200900000,70257888.0,138402.0,13248.16226,27.72,1371.22,72.46,80,38,30,6.6
Coriander,2011,Whole Year ,Tamil Nadu,10804.0,5049,1809886.08,3565.32,0.454583333,27.72,1371.22,72.46,80,38,30,6.6
Cotton(lint),2011,Kharif     ,Tamil Nadu,107036.0,302611,17930670.72,35321.88,3.036923077,27.72,1371.22,72.46,80,38,30,6.6
Cotton(lint),2011,Rabi       ,Tamil Nadu,28769.0,79158,4819382.88,9493.77,2.83,27.72,1371.22,72.46,80,38,30,6.6
Dry chillies,2011,Whole Year ,Tamil Nadu,56442.0,24640,9455163.84,18625.86,0.532258065,27.72,1371.22,72.46,80,38,30,6.6
Garlic,2011,Whole Year ,Tamil Nadu,442.0,2544,74043.84,145.86,4.335,27.72,1371.22,72.46,80,38,30,6.6
Ginger,2011,Whole Year ,Tamil Nadu,635.0,7011,106375.2,209.55,11.01444444,27.72,1371.22,72.46,80,38,30,6.6
Gram,2011,Whole Year ,Tamil Nadu,8592.0,5520,1439331.84,2835.36,0.590625,27.72,1371.22,72.46,80,38,30,6.6
Groundnut,2011,Kharif     ,Tamil Nadu,249079.0,548503,41725714.08,82196.07,2.228,27.72,1371.22,72.46,80,38,30,6.6
Groundnut,2011,Rabi       ,Tamil Nadu,136533.0,512151,22872008.16,45055.89,3.583793103,27.72,1371.22,72.46,80,38,30,6.6
Horse-gram,2011,Whole Year ,Tamil Nadu,68968.0,37181,11553519.36,22759.44,0.5356,27.72,1371.22,72.46,80,38,30,6.6
Jowar,2011,Kharif     ,Tamil Nadu,134231.0,147052,22486377.12,44296.23,1.18173913,27.72,1371.22,72.46,80,38,30,6.6
Jowar,2011,Rabi       ,Tamil Nadu,63465.0,105469,10631656.8,20943.45,1.6525,27.72,1371.22,72.46,80,38,30,6.6
Jute,2011,Kharif     ,Tamil Nadu,3.0,0,502.56,0.99,0.0,27.72,1371.22,72.46,80,38,30,6.6
Maize,2011,Kharif     ,Tamil Nadu,176287.0,1001667,29531598.24,58174.71,5.832307692,27.72,1371.22,72.46,80,38,30,6.6
Maize,2011,Rabi       ,Tamil Nadu,104342.0,693800,17479371.84,34432.86,6.611481481,27.72,1371.22,72.46,80,38,30,6.6
Moong(Green Gram),2011,Whole Year ,Tamil Nadu,164069.0,85118,27484838.88,54142.77,0.600344828,27.72,1371.22,72.46,80,38,30,6.6
Onion,2011,Whole Year ,Tamil Nadu,34913.0,376947,5848625.76,11521.29,11.16703704,27.72,1371.22,72.46,80,38,30,6.6
Potato,2011,Whole Year ,Tamil Nadu,4673.0,92207,782820.96,1542.09,19.59125,27.72,1371.22,72.46,80,38,30,6.6
Ragi,2011,Kharif     ,Tamil Nadu,68835.0,181491,11531239.2,22715.55,2.607083333,27.72,1371.22,72.46,80,38,30,6.6
Ragi,2011,Rabi       ,Tamil Nadu,13970.0,43371,2340254.4,4610.1,2.879090909,27.72,1371.22,72.46,80,38,30,6.6
Rapeseed &Mustard,2011,Rabi       ,Tamil Nadu,344.0,84,57626.88,113.52,0.226666667,27.72,1371.22,72.46,80,38,30,6.6
Rice,2011,Kharif     ,Tamil Nadu,1903772.0,7458657,318919885.4,628244.76,4.226451613,27.72,1371.22,72.46,80,38,30,6.6
Sesamum,2011,Whole Year ,Tamil Nadu,43175.0,26447,7232676.0,14247.75,0.577931034,27.72,1371.22,72.46,80,38,30,6.6
Small millets,2011,Whole Year ,Tamil Nadu,30150.0,36407,5050728.0,9949.5,1.311304348,27.72,1371.22,72.46,80,38,30,6.6
Sugarcane,2011,Whole Year ,Tamil Nadu,346350.0,38974842,58020552.0,114295.5,113.736,27.72,1371.22,72.46,80,38,30,6.6
Sunflower,2011,Whole Year ,Tamil Nadu,13610.0,24622,2279947.2,4491.3,1.779230769,27.72,1371.22,72.46,80,38,30,6.6
Sweet potato,2011,Whole Year ,Tamil Nadu,390.0,7991,65332.8,128.7,20.57238095,27.72,1371.22,72.46,80,38,30,6.6
Tapioca,2011,Whole Year ,Tamil Nadu,105350.0,3967751,17648232.0,34765.5,37.77344828,27.72,1371.22,72.46,80,38,30,6.6
Tobacco,2011,Whole Year ,Tamil Nadu,2868.0,8205,480447.36,946.44,2.648333333,27.72,1371.22,72.46,80,38,30,6.6
Turmeric,2011,Whole Year ,Tamil Nadu,67246.0,368413,11265049.92,22191.18,5.563793103,27.72,1371.22,72.46,80,38,30,6.6
Urad,2011,Whole Year ,Tamil Nadu,308263.0,178816,51640217.76,101726.79,0.663333333,27.72,1371.22,72.46,80,38,30,6.6
Arecanut,2012,Kharif     ,Andhra Pradesh,581.0,365,87614.8,180.11,1.453333333,27.87,1192.65,70.2,78,45,22,6.8
Arhar/Tur,2012,Kharif     ,Andhra Pradesh,480000.0,251000,72384000.0,148800.0,0.5885,27.87,1192.65,70.2,78,45,22,6.8
